lng, lat
41.733921, -88.264235
41.78452, -88.184115
41.85025, -88.28377
41.828701, -88.193829
41.757606, -88.190056
41.748424, -88.253019
41.507721, -88.105678
41.769291, -88.148816
41.797837, -88.371349
41.771235, -88.18507
41.52827, -88.171548
41.843796, -88.316777
41.784111, -88.167719
41.747335, -88.213042
41.787509, -88.336798
41.729544, -88.205944
41.704883, -88.066655
41.748776, -88.253519
41.747676, -88.252649
41.699621, -88.119341
41.742164, -88.22106
32.428998, -95.524284
41.354168, -71.998515
44.033629, -92.659026
42.288766, -85.737297
41.428658, -71.982784
42.305392, -85.736001
41.526701, -72.054275
41.4299, -71.983244
41.445584, -72.022093
41.343279, -72.025597
41.366007, -72.120009
41.384401, -71.833596
41.512754, -72.099196
41.450122, -72.202475
41.35603, -71.803414
41.614032, -72.118724
44.793715, -106.992251
38.060422, -97.93567
38.064291, -97.942024
33.465357, -83.250922
42.196877, -88.29209
42.298202, -88.201694
44.169778, -72.648881
42.191852, -88.228497
44.170773, -72.648703
42.016456, -88.184941
42.108843, -88.038068
42.295744, -88.200784
44.210599, -72.579591
42.289533, -88.122982
44.235844, -72.840359
42.073098, -88.061233
42.203013, -88.113519
42.045967, -88.133948
42.202269, -88.405174
42.125673, -88.071824
42.22973, -88.354615
42.15658, -88.0558
42.299157, -88.280477
42.140896, -88.020217
42.188964, -88.370763
42.258779, -87.979898
42.074787, -88.061269
42.261884, -87.99253
42.07478, -88.060984
42.041403, -88.102234
42.073561, -88.060334
42.074189, -88.060336
42.073378, -88.061303
42.041709, -88.102629
42.074522, -88.061857
42.073351, -88.061478
42.07368, -88.062049
42.131141, -88.065955
42.074595, -88.061786
42.043982, -88.133858
42.045009, -88.037993
42.34471, -88.228387
42.073901, -88.06116
42.046652, -88.217472
42.110538, -88.109572
42.074317, -88.060763
42.045561, -88.036843
42.041809, -88.102395
42.041878, -88.102836
42.120357, -88.006448
42.053626, -88.221332
42.236251, -88.254095
42.041495, -88.102191
42.329378, -88.247662
42.015351, -88.183017
42.161439, -87.940568
42.161369, -87.941255
42.162998, -87.964185
42.132105, -88.010284
42.101043, -88.024444
42.197023, -88.053551
42.131969, -87.906658
42.046545, -88.037448
42.062324, -88.026055
42.035244, -88.283181
42.322868, -88.091508
42.021698, -88.108733
42.358485, -88.111965
42.335113, -88.181193
42.163906, -87.963463
42.052347, -88.036316
42.052419, -88.035266
42.362139, -88.130752
42.367583, -87.979513
42.106262, -88.019121
42.012248, -88.333924
42.108213, -87.925449
42.170904, -87.97822
42.107747, -87.92481
42.078954, -88.061034
42.126992, -87.960448
42.004353, -88.329871
42.041736, -88.102255
42.005471, -88.183441
42.18729, -88.373336
42.074255, -87.933114
42.106996, -87.924227
42.210692, -88.356057
42.107922, -87.924955
42.245941, -87.966157
42.107607, -87.924831
42.038376, -87.964233
42.023267, -88.280648
42.106185, -87.924534
42.0356, -88.283241
42.107616, -87.924133
42.119888, -87.994827
42.119062, -87.952466
42.107645, -87.924346
42.108531, -87.924407
42.107238, -87.923949
42.482287, -88.121628
42.107167, -87.924439
42.155559, -87.95631
42.063541, -88.130222
42.10817, -87.924944
42.265401, -87.951393
42.107529, -87.924633
42.107983, -87.923966
42.108425, -87.924691
41.965081, -88.038794
42.254338, -88.140196
42.106522, -87.924078
42.038588, -87.964628
42.0022, -88.106917
42.476419, -88.273128
42.106849, -87.924509
42.144998, -87.92333
42.107313, -87.924684
41.984989, -88.076217
42.075164, -88.059357
42.021592, -88.148293
42.115597, -88.117382
42.107567, -87.924336
42.107158, -87.925077
42.448841, -88.295595
42.107177, -87.924642
42.10899, -87.924161
42.108131, -87.924009
42.142865, -87.865163
42.106626, -87.923269
42.107692, -87.923661
42.107022, -87.923902
42.016984, -88.046415
41.988234, -88.142088
42.10358, -87.895655
42.108557, -87.874666
42.07091, -87.993062
42.006525, -88.120741
42.022907, -87.945869
42.014753, -87.974155
42.166456, -87.924071
42.083367, -87.974233
42.046417, -88.06113
42.009077, -88.084347
42.345209, -88.433775
42.044744, -88.08483
42.358355, -87.974584
41.985301, -88.074598
42.158425, -87.869606
41.985844, -88.075815
42.014542, -88.373558
42.101571, -87.944294
42.049661, -88.334338
42.012391, -88.140571
42.090431, -88.02535
42.359324, -87.957966
42.284408, -87.955284
42.285431, -87.954569
41.936588, -88.200139
42.023618, -87.945354
